Date,Open,High,Low,Close,Volume
2003-11-09,1.15269,1.15269,1.14941,1.15031,58413099.609400004
2003-11-10,1.15028,1.15337,1.14418,1.14494,1348165101.5628
2003-11-11,1.14465,1.15294,1.14416,1.15056,1338472003.9067001
2003-11-12,1.15066,1.16589,1.15024,1.16462,1347272314.4535
2003-11-13,1.16447,1.17503,1.16305,1.17374,1363074707.0318
2003-11-14,1.17367,1.18006,1.17289,1.17732,1292357714.8439
2003-11-16,1.17732,1.18334,1.17732,1.1829,65156199.2188
2003-11-17,1.18271,1.18474,1.17234,1.17462,1358689509.7659
2003-11-18,1.17462,1.19727,1.17319,1.19537,1357378583.9849
2003-11-19,1.19556,1.19767,1.18699,1.18929,1354826607.4222
2003-11-20,1.18919,1.19543,1.18808,1.1899,1360667394.5318
2003-11-21,1.18993,1.19369,1.18553,1.19126,1294958187.5002
2003-11-23,1.19126,1.19126,1.18996,1.19064,54652898.4376
2003-11-24,1.19097,1.19167,1.17544,1.17807,1337171500.0003
2003-11-25,1.17805,1.18175,1.17509,1.17741,1348085884.7657
2003-11-26,1.17766,1.1947,1.17732,1.19255,1356713003.9067001
2003-11-27,1.19274,1.19362,1.18821,1.19104,1342401806.6411
2003-11-28,1.19101,1.20129,1.18959,1.19902,1283031910.1565
2003-11-30,1.19902,1.20297,1.19643,1.2027,63749798.8282
2003-12-01,1.20283,1.20392,1.19354,1.19596,1370018500.0004
2003-12-02,1.19572,1.21111,1.19391,1.20835,1348560601.5629
2003-12-03,1.20839,1.21255,1.20683,1.21122,1350222787.1098
2003-12-04,1.21112,1.21533,1.20286,1.20724,1349407998.0473
2003-12-05,1.20721,1.21767,1.20601,1.21634,1278248292.9691
2003-12-07,1.21634,1.21762,1.21581,1.21652,60185201.171900004
2003-12-08,1.2163,1.22376,1.21466,1.22152,1353890484.3755
2003-12-09,1.22157,1.22735,1.21851,1.22443,1346106888.6724
2003-12-10,1.22438,1.22639,1.21511,1.21852,1349414775.391
2003-12-11,1.21869,1.22321,1.21113,1.22226,1360462005.8598
2003-12-12,1.22187,1.23047,1.22056,1.2273,1289667507.8129
2003-12-14,1.2273,1.2273,1.21273,1.21841,65187000.0001
2003-12-15,1.21842,1.23216,1.21694,1.23098,1343654593.7503
2003-12-16,1.23094,1.23584,1.22984,1.23169,1346760396.4846
2003-12-17,1.23167,1.24198,1.22939,1.23978,1365885105.4692
2003-12-18,1.23957,1.24369,1.23571,1.24179,1344893203.1254
2003-12-19,1.24164,1.24311,1.23408,1.23713,1280362494.1411
2003-12-21,1.23713,1.24044,1.23468,1.23527,63399000.0
2003-12-22,1.23503,1.24447,1.23497,1.2392,1341708390.6252
2003-12-23,1.23909,1.24239,1.23803,1.2395,1337819308.5942001
2003-12-24,1.2395,1.24688,1.23929,1.24525,1316542486.3286
2003-12-25,1.24453,1.24608,1.24324,1.24432,910164506.8362
2003-12-26,1.24425,1.24676,1.24191,1.24246,1256263312.5004
2003-12-28,1.24246,1.2434,1.24214,1.24294,57698500.0
2003-12-29,1.24258,1.25058,1.24212,1.24793,1332634986.3286
2003-12-30,1.24805,1.25603,1.24742,1.2545,1347303095.7036
2003-12-31,1.25429,1.26455,1.25119,1.2594,1269559990.9673
2004-01-01,1.25934,1.26035,1.24679,1.25723,559789598.9687
2004-01-02,1.25701,1.26263,1.25198,1.25806,1277971416.0161
2004-01-04,1.25806,1.26477,1.25785,1.26308,61895597.6563
2004-01-05,1.26308,1.26924,1.26288,1.2682,1353480509.7661
2004-01-06,1.2682,1.28083,1.2665,1.2714,1354807402.3441
2004-01-07,1.27145,1.27404,1.26168,1.26367,1345832996.0944
2004-01-08,1.26353,1.27839,1.25576,1.27686,1348587496.0939999
2004-01-09,1.27682,1.28665,1.27021,1.28123,1274567894.5318
2004-01-11,1.28123,1.28559,1.28123,1.28467,59505000.0
2004-01-12,1.28482,1.28956,1.27306,1.2738,1341146599.6098
2004-01-13,1.27352,1.27947,1.27114,1.27826,1347248208.9849
2004-01-14,1.27834,1.2785,1.26276,1.26504,1338836289.063
2004-01-15,1.26501,1.26693,1.25562,1.25937,1359077611.3285
2004-01-16,1.25947,1.26071,1.23494,1.23936,1277853714.8442
2004-01-18,1.23936,1.24002,1.23637,1.23822,65886398.4376
2004-01-19,1.23817,1.24226,1.23323,1.23493,1338577185.5473
2004-01-20,1.2349,1.25977,1.23411,1.25812,1348920679.688
2004-01-21,1.25792,1.26695,1.25488,1.26529,1352647603.5159001
2004-01-22,1.26541,1.27475,1.26349,1.27184,1350262718.7503
2004-01-23,1.27195,1.27732,1.25621,1.25781,1287883386.7192
2004-01-25,1.25781,1.25857,1.25606,1.2567,58858400.390599996
2004-01-26,1.25661,1.26095,1.24542,1.24824,1361808398.4379
2004-01-27,1.24834,1.26608,1.24391,1.26318,1316358205.0785
2004-01-28,1.26337,1.26415,1.24113,1.24345,1344328498.0474
2004-01-29,1.24349,1.25252,1.23607,1.2405,1334867812.5006
2004-01-30,1.24037,1.24897,1.23491,1.24731,1294345111.3286
2004-02-01,1.24731,1.24848,1.24662,1.24721,63709501.953099996
2004-02-02,1.24704,1.24792,1.23882,1.2427,1347688509.7662
2004-02-03,1.24272,1.25967,1.24124,1.25417,1353303982.4222
2004-02-04,1.25392,1.25593,1.24919,1.25354,1355069685.5473
2004-02-05,1.25325,1.26348,1.25157,1.25643,1354204578.1255
2004-02-06,1.25654,1.27226,1.251,1.27,1287807113.2817
2004-02-08,1.27,1.27,1.25963,1.26429,65311900.3907
2004-02-09,1.2645,1.27589,1.26441,1.26872,1365285697.2662
2004-02-10,1.26875,1.27848,1.26649,1.26789,1369272496.094
2004-02-11,1.26783,1.2843,1.26482,1.2825,1363432689.4536
2004-02-12,1.28227,1.28432,1.27873,1.28148,1359120177.7347
2004-02-13,1.28112,1.28898,1.27135,1.27305,1299378107.4222
2004-02-15,1.27305,1.27441,1.2721,1.27252,64801097.6563
2004-02-16,1.27267,1.2787,1.27139,1.27589,1347337406.2505
2004-02-17,1.27594,1.28751,1.27533,1.28558,1369595679.6878
2004-02-18,1.28548,1.29247,1.26561,1.27246,1356747111.3284
2004-02-19,1.27243,1.27643,1.26516,1.27492,1346864406.2505
2004-02-20,1.27525,1.27579,1.24928,1.25319,1294776109.3753
2004-02-22,1.25319,1.25319,1.25029,1.25063,66684498.046900004
2004-02-23,1.25026,1.25932,1.24494,1.25651,1363891515.6254
2004-02-24,1.25663,1.27115,1.25203,1.26713,1346989005.8599
2004-02-25,1.2671,1.27039,1.24716,1.24955,1365991308.5941
2004-02-26,1.24939,1.25129,1.23826,1.24409,1340622414.063
2004-02-27,1.24393,1.25049,1.23718,1.24887,1286226310.5473
2004-02-29,1.24887,1.25315,1.24726,1.25297,63422500.0001
2004-03-01,1.253,1.25398,1.24215,1.24431,1350250691.4065
2004-03-02,1.24432,1.24489,1.21938,1.21976,1360707503.907
2004-03-03,1.2197,1.22158,1.20546,1.21874,1345327312.5004
2004-03-04,1.21877,1.2238,1.21334,1.21984,1348738994.1412
2004-03-05,1.21978,1.24275,1.21731,1.23642,1284502703.1253
2004-03-07,1.23642,1.23865,1.23552,1.23609,63020900.390599996
2004-03-08,1.23604,1.2423,1.23359,1.24182,1360753998.0474
2004-03-09,1.24182,1.24573,1.22716,1.23138,1357455902.3442
2004-03-10,1.23145,1.23282,1.21946,1.22271,1355033001.9535
2004-03-11,1.22256,1.23831,1.2162,1.23448,1356225810.5472
2004-03-12,1.23425,1.23519,1.21707,1.22145,1285258205.0785
2004-03-14,1.22145,1.22171,1.21815,1.22099,62511201.171900004
2004-03-15,1.22088,1.23154,1.22013,1.22645,1357185804.6878
2004-03-16,1.22645,1.23695,1.22295,1.22545,1359962273.438
2004-03-17,1.22542,1.2287,1.2173,1.22215,1341499906.2505
2004-03-18,1.2221,1.24315,1.22184,1.23819,1352578019.5317
2004-03-19,1.23825,1.24058,1.2254,1.22829,1286930902.3441
2004-03-21,1.22829,1.22829,1.22657,1.2273,64255201.171900004
2004-03-22,1.22733,1.23983,1.22189,1.23385,1362257982.4222
2004-03-23,1.234,1.23678,1.22628,1.23379,1361544005.8596
2004-03-24,1.2337,1.23653,1.21027,1.2133,1362608796.8754
2004-03-25,1.21334,1.21987,1.20962,1.21324,1365256591.7973
2004-03-26,1.21324,1.22083,1.20733,1.21272,1301404994.1406999
2004-03-28,1.21272,1.21403,1.21033,1.21146,65509298.828099996
2004-03-29,1.21141,1.21668,1.20559,1.21558,1350203302.7347
2004-03-30,1.21543,1.22263,1.21534,1.21774,1307247677.7347
2004-03-31,1.2177,1.23203,1.21682,1.23016,1357457796.8755
2004-04-01,1.22994,1.23862,1.22532,1.23526,1365750107.4221
2004-04-02,1.23527,1.23677,1.20978,1.21305,1291025214.8439
2004-04-04,1.21305,1.21305,1.20936,1.21021,96248099.6094
2004-04-05,1.2099,1.21263,1.19808,1.20074,1375911187.5003
2004-04-06,1.20086,1.21419,1.19802,1.21197,1359877394.5318
2004-04-07,1.21189,1.21966,1.20472,1.21656,1363471195.3131
2004-04-08,1.2165,1.22166,1.20574,1.20738,1355090396.4846
2004-04-09,1.20731,1.21104,1.20607,1.20858,1186229607.4222999
2004-04-11,1.20858,1.20922,1.20667,1.20683,81998800.78130001
2004-04-12,1.20726,1.20956,1.2049,1.20731,1337788486.3285
2004-04-13,1.2073,1.20808,1.19021,1.1924,1331098197.2661
2004-04-14,1.19248,1.19739,1.18678,1.19383,1376461406.2503
2004-04-15,1.19407,1.1992,1.1891,1.19727,1374690808.5943
2004-04-16,1.19732,1.20442,1.1921,1.19886,1270148494.1409001
2004-04-18,1.19886,1.20261,1.19886,1.20123,94743201.1719
2004-04-19,1.20132,1.20756,1.19952,1.20022,1352479886.7191
2004-04-20,1.20049,1.20089,1.18198,1.18271,1362834597.6567
2004-04-21,1.18272,1.19111,1.17758,1.17937,1359517126.9535
2004-04-22,1.17941,1.19401,1.17913,1.19227,1366570875.0007
2004-04-23,1.19223,1.19262,1.17935,1.18415,1253971986.3287
2004-04-25,1.18415,1.18415,1.17799,1.17893,96851000.0001
2004-04-26,1.17908,1.1884,1.17573,1.18606,1354695408.2035
2004-04-27,1.18602,1.19456,1.18302,1.19238,1354666095.7037
2004-04-28,1.19212,1.19496,1.182,1.18232,1359561820.3128
2004-04-29,1.18257,1.19841,1.18027,1.19538,1374761517.5784001
2004-04-30,1.19547,1.20089,1.19185,1.1977,1259142406.2503
2004-05-02,1.19827,1.2,1.19745,1.19837,96030400.3907
2004-05-03,1.19844,1.19934,1.19189,1.19336,1358936416.0158
2004-05-04,1.19309,1.21173,1.19284,1.21049,1348087906.2507
2004-05-05,1.21052,1.21786,1.20998,1.21584,1362100599.6099
2004-05-06,1.21604,1.21734,1.20625,1.20685,1370209205.0786
2004-05-07,1.20684,1.21313,1.1874,1.18782,1261179179.6878
2004-05-09,1.18782,1.18936,1.1858,1.18602,98786101.5626
2004-05-10,1.18619,1.18785,1.18103,1.18631,1360349294.9221
2004-05-11,1.18658,1.18885,1.17869,1.18752,1354748808.5942
2004-05-12,1.18752,1.19402,1.18322,1.19092,1374317210.938
2004-05-13,1.19081,1.19294,1.17708,1.18015,1374528808.5943
2004-05-14,1.18023,1.19007,1.17806,1.18825,1271208189.4533
2004-05-16,1.18825,1.18958,1.18758,1.18799,94551201.1719
2004-05-17,1.18838,1.2058,1.18782,1.20364,1358104906.2503
2004-05-18,1.20349,1.20358,1.19272,1.19397,1370785402.344
2004-05-19,1.19429,1.20409,1.19381,1.19997,1365915197.2661
2004-05-20,1.20001,1.20127,1.18942,1.19544,1371075914.0629
2004-05-21,1.19542,1.20679,1.1953,1.19801,1268521197.2659001
2004-05-23,1.19801,1.20021,1.19782,1.19897,97363500.0001
2004-05-24,1.19899,1.20231,1.19324,1.19926,1366705199.2192
2004-05-25,1.19924,1.21263,1.19888,1.21077,1366979205.0787
2004-05-26,1.21082,1.21422,1.20814,1.20992,1351294912.1097
2004-05-27,1.21,1.22884,1.20867,1.22695,1362757193.3599
2004-05-28,1.22714,1.22956,1.22002,1.22118,1259306316.4066
2004-05-30,1.22118,1.22529,1.22118,1.22299,97281000.0001
2004-05-31,1.22307,1.22362,1.21722,1.21765,1134711496.0942
2004-06-01,1.21772,1.22657,1.21543,1.22408,1382109810.5473
2004-06-02,1.22415,1.2303,1.2203,1.22117,1376524404.2973
2004-06-03,1.22137,1.22496,1.2168,1.22105,1365369523.4379
2004-06-04,1.22105,1.22997,1.21395,1.22817,1264208294.9222
2004-06-06,1.22817,1.23339,1.22742,1.23253,98967199.21880001
2004-06-07,1.23269,1.23373,1.22992,1.23107,1362277996.0941
2004-06-08,1.2313,1.235,1.22434,1.22654,1358450683.5941
2004-06-09,1.22666,1.22716,1.20225,1.20309,1367077187.5003
2004-06-10,1.20324,1.21179,1.20276,1.20868,1347181984.3753
2004-06-11,1.20855,1.20877,1.19624,1.20038,1272784296.8753
2004-06-13,1.20038,1.20038,1.196,1.1976,98037400.3907
2004-06-14,1.19745,1.20872,1.19512,1.20621,1354963021.4848
2004-06-15,1.20632,1.21694,1.20254,1.21498,1374126087.8908
2004-06-16,1.21465,1.21677,1.19787,1.20022,1359887791.0159001
2004-06-17,1.20035,1.20769,1.19901,1.20351,1366219994.1409
2004-06-18,1.20311,1.21467,1.19725,1.21343,1269118216.7972
2004-06-20,1.21343,1.2145,1.21287,1.21289,95521498.047
2004-06-21,1.21305,1.21441,1.20749,1.21172,1348038796.8755
2004-06-22,1.21152,1.21306,1.20652,1.21062,1363591816.4066
2004-06-23,1.2105,1.21911,1.20624,1.20793,1371745697.2659001
2004-06-24,1.2075,1.21889,1.2038,1.21677,1352296408.2035
2004-06-25,1.21685,1.21781,1.21062,1.2172,1255041306.6411
2004-06-27,1.2172,1.21816,1.21634,1.21659,99577000.0001
2004-06-28,1.21641,1.22268,1.21209,1.21874,1358848908.2034
2004-06-29,1.21848,1.21865,1.20646,1.20869,1347315189.4535
2004-06-30,1.20849,1.22078,1.2063,1.21997,1354017509.766
2004-07-01,1.21987,1.22068,1.21319,1.21618,1349128910.1566
2004-07-02,1.21629,1.23271,1.21416,1.23105,1267841609.3754
2004-07-04,1.23105,1.2335,1.23093,1.23254,97841000.0
2004-07-05,1.23279,1.23304,1.22654,1.23033,1349995906.2505
2004-07-06,1.23027,1.2329,1.22638,1.22956,1346328494.141
2004-07-07,1.22934,1.23879,1.22715,1.23749,1348843910.1567
2004-07-08,1.23742,1.24042,1.23386,1.23893,1345642802.7349
2004-07-09,1.23877,1.2422,1.23677,1.24104,1251415507.8128
2004-07-11,1.24104,1.2418,1.24016,1.24151,98907298.8282
2004-07-12,1.24146,1.2435,1.23795,1.23943,1353257591.7972
2004-07-13,1.23934,1.23958,1.22979,1.23247,1364854501.9535
2004-07-14,1.23235,1.24201,1.23173,1.23857,1363202988.2817001
2004-07-15,1.23855,1.23861,1.23255,1.23518,1355117291.0158
2004-07-16,1.23505,1.24579,1.23269,1.24518,1242506498.047
2004-07-18,1.24518,1.24602,1.24355,1.24521,97029101.5625
2004-07-19,1.24509,1.24609,1.23975,1.24271,1354528902.3443
2004-07-20,1.24256,1.24536,1.22981,1.23184,1343293605.4691
2004-07-21,1.23171,1.2348,1.22089,1.22572,1380497005.8595
2004-07-22,1.22556,1.22911,1.22279,1.22566,1361575904.2973
2004-07-23,1.2254,1.22673,1.20859,1.20897,1259249892.5783
2004-07-25,1.20897,1.21157,1.20895,1.21046,97514500.0
2004-07-26,1.21067,1.21699,1.20853,1.21321,1341121498.0472
2004-07-27,1.21327,1.2189,1.20338,1.2063,1346516210.9379
2004-07-28,1.20629,1.2078,1.19972,1.20484,1362384595.7036
2004-07-29,1.20509,1.20932,1.19912,1.20361,1345975898.438
2004-07-30,1.20349,1.21183,1.19997,1.20165,1253104507.813
2004-08-01,1.20135,1.20757,1.20135,1.20565,96598199.21880001
2004-08-02,1.20563,1.20928,1.20128,1.202,1367694000.0002
2004-08-03,1.20207,1.20751,1.19941,1.20522,1361830390.6254
2004-08-04,1.20547,1.20659,1.19695,1.20559,1356724707.0316
2004-08-05,1.20546,1.20727,1.20189,1.20554,1348480412.1097
2004-08-06,1.20525,1.229,1.20431,1.22784,1261499103.5159
2004-08-08,1.22784,1.22883,1.22622,1.22725,96681798.8282
2004-08-09,1.22697,1.22885,1.22444,1.22642,1343911892.5785
2004-08-10,1.2264,1.23179,1.22191,1.22334,1356356375.0004
2004-08-11,1.22339,1.22497,1.21937,1.22271,1345909896.4847
2004-08-12,1.22234,1.22948,1.22186,1.22354,1352254005.8598
2004-08-13,1.22347,1.23754,1.2175,1.23704,1262508806.6409
2004-08-15,1.23704,1.23826,1.23668,1.23707,98619701.1719
2004-08-16,1.23717,1.2378,1.23158,1.23555,1344901707.0314999
2004-08-17,1.23554,1.23845,1.23096,1.23485,1357538921.8756
2004-08-18,1.23482,1.23642,1.22847,1.23376,1354802384.7662
2004-08-19,1.23347,1.23781,1.23305,1.23624,1358120703.1253
2004-08-20,1.23639,1.23804,1.22791,1.23153,1261334521.4846
2004-08-22,1.23153,1.23231,1.22955,1.23099,93507998.047
2004-08-23,1.23124,1.2314,1.21298,1.21486,1348136984.3755
2004-08-24,1.21479,1.21656,1.20583,1.20701,1344214003.9067
2004-08-25,1.20702,1.21156,1.20504,1.20784,1355827396.4846
2004-08-26,1.20764,1.21157,1.2045,1.21069,1345860708.9847
2004-08-27,1.21047,1.21343,1.20009,1.20074,1262463197.2661
2004-08-29,1.20074,1.20174,1.20007,1.20086,95193298.8282
2004-08-30,1.20071,1.2067,1.19849,1.20458,1354207890.6254
2004-08-31,1.20439,1.21934,1.2043,1.21768,1351285390.6254
2004-09-01,1.21738,1.22198,1.21461,1.21879,1356002611.3284001
2004-09-02,1.21883,1.2199,1.21392,1.21656,1340557484.3752
2004-09-03,1.21647,1.21917,1.20399,1.20558,1240161705.0786
2004-09-05,1.20558,1.20688,1.20501,1.20652,90363300.78130001
2004-09-06,1.20641,1.20783,1.20449,1.2064,1346766599.6098
2004-09-07,1.20624,1.21112,1.20508,1.2085,1344433279.2973
2004-09-08,1.20835,1.21914,1.20242,1.21804,1335372708.9849
2004-09-09,1.21792,1.22481,1.21575,1.22326,1340710207.0316
2004-09-10,1.22317,1.23069,1.21974,1.22572,1246243617.1878
2004-09-12,1.22572,1.22842,1.22568,1.22824,94848000.0001
2004-09-13,1.22813,1.22865,1.22215,1.22643,1341837310.5471
2004-09-14,1.22649,1.22938,1.22236,1.22481,1350486509.766
2004-09-15,1.22477,1.22593,1.21323,1.21463,1343742714.844
2004-09-16,1.21455,1.21971,1.21192,1.21835,1348453095.7036
2004-09-17,1.2183,1.22215,1.21555,1.21846,1247941208.9847
2004-09-19,1.21846,1.21846,1.21576,1.21654,93615000.0001
2004-09-20,1.21647,1.21784,1.21212,1.2172,1337795980.4691
2004-09-21,1.21699,1.23459,1.21663,1.23235,1346429992.188
2004-09-22,1.23236,1.23297,1.22277,1.22657,1352815814.4536
2004-09-23,1.22664,1.2332,1.22514,1.22756,1342273007.8129
2004-09-24,1.22745,1.23595,1.22363,1.22723,1246763103.5159
2004-09-26,1.22723,1.22855,1.22647,1.22751,98863298.8281
2004-09-27,1.22725,1.2314,1.22449,1.22999,1353443306.6409
2004-09-28,1.22986,1.23462,1.22766,1.23128,1355436802.7348
2004-09-29,1.23118,1.23383,1.22874,1.23271,1338026197.266
2004-09-30,1.23277,1.24427,1.23126,1.24261,1357420087.8911
2004-10-01,1.24233,1.24328,1.23822,1.24135,1248803587.8911
2004-10-03,1.24135,1.24135,1.23789,1.23871,95102199.2189
2004-10-04,1.2387,1.23907,1.22561,1.22801,1350751896.4849
2004-10-05,1.22827,1.23281,1.22607,1.2315,1348271681.6408
2004-10-06,1.23145,1.23219,1.22455,1.22841,1341129781.2503
2004-10-07,1.22847,1.23125,1.22698,1.2295,1354057201.1724
2004-10-08,1.22954,1.24317,1.22812,1.24062,1248181105.4691
2004-10-10,1.24062,1.24209,1.24021,1.24077,89764701.1719
2004-10-11,1.24085,1.24157,1.23671,1.23736,1353190208.9848
2004-10-12,1.23704,1.23726,1.2286,1.23155,1343132902.3441
2004-10-13,1.23144,1.23549,1.22257,1.23392,1347219806.6409001
2004-10-14,1.2339,1.24178,1.23196,1.2385,1340954292.969
2004-10-15,1.23804,1.24987,1.23788,1.24655,1237553789.0627
2004-10-17,1.24655,1.24846,1.24655,1.24819,95255701.172
2004-10-18,1.24795,1.25328,1.24592,1.24808,1349976687.5002
2004-10-19,1.24767,1.25249,1.24488,1.2511,1342743597.6569
2004-10-20,1.25077,1.2627,1.24855,1.25788,1344129980.4693
2004-10-21,1.25782,1.2648,1.25729,1.26108,1353623292.9691
2004-10-22,1.26107,1.2685,1.25981,1.26812,1254043412.1098
2004-10-24,1.26812,1.27407,1.26812,1.27366,98380099.6095
2004-10-25,1.2734,1.28276,1.27318,1.27845,1337528986.3286
2004-10-26,1.27846,1.284,1.27244,1.27487,1338914708.9848
2004-10-27,1.27462,1.28108,1.2691,1.2692,1338373486.3286
2004-10-28,1.26927,1.27649,1.26405,1.27447,1334393919.922
2004-10-29,1.27436,1.27957,1.27079,1.27942,1237805089.8438
2004-10-31,1.27942,1.28298,1.27942,1.28243,63247599.609400004
2004-11-01,1.2822,1.28253,1.27164,1.27411,1344146392.5788
2004-11-02,1.274,1.27471,1.26634,1.27134,1334539492.1876001
2004-11-03,1.27157,1.28294,1.26575,1.28209,1346166582.0315
2004-11-04,1.28205,1.28954,1.27898,1.28693,1338357998.0472
2004-11-05,1.28685,1.29709,1.27545,1.29607,1265489283.2035
2004-11-07,1.29607,1.29725,1.29548,1.29606,64254398.4376
2004-11-08,1.29601,1.29841,1.29021,1.29076,1335383001.9533
2004-11-09,1.29029,1.29372,1.28842,1.28949,1336967984.3756
2004-11-10,1.28921,1.30014,1.28496,1.28803,1315779882.8127
2004-11-11,1.28804,1.29181,1.28577,1.29042,1336649296.8756
2004-11-12,1.2904,1.2987,1.28741,1.29712,1275007394.5318
2004-11-14,1.29712,1.29887,1.29644,1.29856,62353800.7813
